test_id,node,test_category,test_description,test,result,failure_reason
84,C-LEAF6,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1000 - MLAG_PEER_C-LEAF5_Po1000,PASS,
85,C-LEAF6,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel7 - HostR,PASS,
86,C-LEAF6,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel8 - HostS,PASS,
87,C-LEAF7,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1000 - MLAG_PEER_C-LEAF8_Po1000,PASS,
88,C-LEAF8,Interface State,Port-Channel Interface & Line Protocol == "up",Port-Channel1000 - MLAG_PEER_C-LEAF7_Po1000,PASS,
89,C-LEAF1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
90,C-LEAF1,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
91,C-LEAF1,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - Blue,PASS,
92,C-LEAF1,Interface State,Vlan Interface & Line Protocol == "up",Vlan30 - Orange,PASS,
93,C-LEAF1,Interface State,Vlan Interface & Line Protocol == "up",Vlan3001 - MLAG_PEER_L3_iBGP: vrf PROD,PASS,
94,C-LEAF2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
95,C-LEAF2,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
96,C-LEAF2,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - Blue,PASS,
97,C-LEAF2,Interface State,Vlan Interface & Line Protocol == "up",Vlan30 - Orange,PASS,
98,C-LEAF2,Interface State,Vlan Interface & Line Protocol == "up",Vlan3001 - MLAG_PEER_L3_iBGP: vrf PROD,PASS,
99,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
100,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
101,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan50 - Yellow,PASS,
102,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan3002 - MLAG_PEER_L3_iBGP: vrf DEV,PASS,
103,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - Blue,PASS,
104,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan30 - Orange,PASS,
105,C-LEAF3,Interface State,Vlan Interface & Line Protocol == "up",Vlan3001 - MLAG_PEER_L3_iBGP: vrf PROD,PASS,
106,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
107,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
108,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan50 - Yellow,PASS,
109,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan3002 - MLAG_PEER_L3_iBGP: vrf DEV,PASS,
110,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - Blue,PASS,
111,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan30 - Orange,PASS,
112,C-LEAF4,Interface State,Vlan Interface & Line Protocol == "up",Vlan3001 - MLAG_PEER_L3_iBGP: vrf PROD,PASS,
113,C-LEAF5,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
114,C-LEAF5,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
115,C-LEAF5,Interface State,Vlan Interface & Line Protocol == "up",Vlan70 - Brown,PASS,
116,C-LEAF5,Interface State,Vlan Interface & Line Protocol == "up",Vlan3002 - MLAG_PEER_L3_iBGP: vrf DEV,PASS,
117,C-LEAF6,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
118,C-LEAF6,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
119,C-LEAF6,Interface State,Vlan Interface & Line Protocol == "up",Vlan70 - Brown,PASS,
120,C-LEAF6,Interface State,Vlan Interface & Line Protocol == "up",Vlan3002 - MLAG_PEER_L3_iBGP: vrf DEV,PASS,
121,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
122,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
123,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan50 - Yellow,PASS,
124,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan70 - Brown,PASS,
125,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan3002 - MLAG_PEER_L3_iBGP: vrf DEV,PASS,
126,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - Blue,PASS,
127,C-LEAF7,Interface State,Vlan Interface & Line Protocol == "up",Vlan3001 - MLAG_PEER_L3_iBGP: vrf PROD,PASS,
128,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS,
129,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS,
130,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan50 - Yellow,PASS,
131,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan70 - Brown,PASS,
132,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan3002 - MLAG_PEER_L3_iBGP: vrf DEV,PASS,
133,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan10 - Blue,PASS,
134,C-LEAF8,Interface State,Vlan Interface & Line Protocol == "up",Vlan3001 - MLAG_PEER_L3_iBGP: vrf PROD,PASS,
135,C-LEAF1,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
136,C-LEAF2,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
137,C-LEAF3,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
138,C-LEAF4,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
139,C-LEAF5,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
140,C-LEAF6,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
141,C-LEAF7,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
142,C-LEAF8,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS,
143,C-LEAF1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
144,C-LEAF1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
145,C-LEAF2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
146,C-LEAF2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
147,C-LEAF3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
148,C-LEAF3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
149,C-LEAF4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
150,C-LEAF4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
151,C-LEAF5,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
152,C-LEAF5,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
153,C-LEAF6,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
154,C-LEAF6,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
155,C-LEAF7,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
156,C-LEAF7,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
157,C-LEAF8,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
158,C-LEAF8,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS,
159,C-SPINE1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
160,C-SPINE2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS,
161,C-LEAF1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF2_Ethernet5,PASS,
162,C-LEAF1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF2_Ethernet6,PASS,
163,C-LEAF1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet1,PASS,
164,C-LEAF1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet1,PASS,
165,C-LEAF2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF1_Ethernet5,PASS,
166,C-LEAF2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF1_Ethernet6,PASS,
167,C-LEAF2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet2,PASS,
168,C-LEAF2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet2,PASS,
169,C-LEAF3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF4_Ethernet5,PASS,
170,C-LEAF3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF4_Ethernet6,PASS,
171,C-LEAF3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet3,PASS,
172,C-LEAF3,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet3,PASS,
173,C-LEAF4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF3_Ethernet5,PASS,
174,C-LEAF4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF3_Ethernet6,PASS,
175,C-LEAF4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet4,PASS,
176,C-LEAF4,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet4,PASS,
177,C-LEAF5,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF6_Ethernet5,PASS,
178,C-LEAF5,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF6_Ethernet6,PASS,
179,C-LEAF5,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet5,PASS,
180,C-LEAF5,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet5,PASS,
181,C-LEAF6,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF5_Ethernet5,PASS,
182,C-LEAF6,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF5_Ethernet6,PASS,
183,C-LEAF6,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet6,PASS,
184,C-LEAF6,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet6,PASS,
185,C-LEAF7,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF8_Ethernet5,PASS,
186,C-LEAF7,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF8_Ethernet6,PASS,
187,C-LEAF7,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet7,PASS,
188,C-LEAF7,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet7,PASS,
189,C-LEAF8,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF7_Ethernet5,PASS,
190,C-LEAF8,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF7_Ethernet6,PASS,
191,C-LEAF8,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-SPINE1_Ethernet8,PASS,
192,C-LEAF8,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-SPINE2_Ethernet8,PASS,
193,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-LEAF1_Ethernet1,PASS,
194,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-LEAF2_Ethernet1,PASS,
195,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: C-LEAF3_Ethernet1,PASS,
196,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: C-LEAF4_Ethernet1,PASS,
197,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF5_Ethernet1,PASS,
198,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF6_Ethernet1,PASS,
199,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: C-LEAF7_Ethernet1,PASS,
200,C-SPINE1,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet8 - remote: C-LEAF8_Ethernet1,PASS,
201,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet1 - remote: C-LEAF1_Ethernet2,PASS,
202,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet2 - remote: C-LEAF2_Ethernet2,PASS,
203,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet3 - remote: C-LEAF3_Ethernet2,PASS,
204,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet4 - remote: C-LEAF4_Ethernet2,PASS,
205,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet5 - remote: C-LEAF5_Ethernet2,PASS,
206,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet6 - remote: C-LEAF6_Ethernet2,PASS,
207,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet7 - remote: C-LEAF7_Ethernet2,PASS,
208,C-SPINE2,LLDP Topology,LLDP topology - validate peer and interface,local: Ethernet8 - remote: C-LEAF8_Ethernet2,PASS,
209,C-LEAF1,MLAG,MLAG State active & Status connected,MLAG,PASS,
210,C-LEAF2,MLAG,MLAG State active & Status connected,MLAG,PASS,
211,C-LEAF3,MLAG,MLAG State active & Status connected,MLAG,PASS,
212,C-LEAF4,MLAG,MLAG State active & Status connected,MLAG,PASS,
213,C-LEAF5,MLAG,MLAG State active & Status connected,MLAG,PASS,
214,C-LEAF6,MLAG,MLAG State active & Status connected,MLAG,PASS,
215,C-LEAF7,MLAG,MLAG State active & Status connected,MLAG,PASS,
216,C-LEAF8,MLAG,MLAG State active & Status connected,MLAG,PASS,
217,C-LEAF1,IP Reachability,ip reachability test p2p links,Source: C-LEAF1_Ethernet1 - Destination: C-SPINE1_Ethernet1,PASS,
218,C-LEAF1,IP Reachability,ip reachability test p2p links,Source: C-LEAF1_Ethernet2 - Destination: C-SPINE2_Ethernet1,PASS,
219,C-LEAF2,IP Reachability,ip reachability test p2p links,Source: C-LEAF2_Ethernet1 - Destination: C-SPINE1_Ethernet2,PASS,
220,C-LEAF2,IP Reachability,ip reachability test p2p links,Source: C-LEAF2_Ethernet2 - Destination: C-SPINE2_Ethernet2,PASS,
221,C-LEAF3,IP Reachability,ip reachability test p2p links,Source: C-LEAF3_Ethernet1 - Destination: C-SPINE1_Ethernet3,PASS,
222,C-LEAF3,IP Reachability,ip reachability test p2p links,Source: C-LEAF3_Ethernet2 - Destination: C-SPINE2_Ethernet3,PASS,
223,C-LEAF4,IP Reachability,ip reachability test p2p links,Source: C-LEAF4_Ethernet1 - Destination: C-SPINE1_Ethernet4,PASS,
224,C-LEAF4,IP Reachability,ip reachability test p2p links,Source: C-LEAF4_Ethernet2 - Destination: C-SPINE2_Ethernet4,PASS,
225,C-LEAF5,IP Reachability,ip reachability test p2p links,Source: C-LEAF5_Ethernet1 - Destination: C-SPINE1_Ethernet5,PASS,
